,DataBase,IIE,CARGA,IO2,FOMPP
6764,2021-11-03,104.402112990521,9955.44755639816,2.2721242318478256,100.0
6765,2021-11-04,104.175696919756,9941.17670798738,2.2721242318478256,100.0
6766,2021-11-23,83.5712396062788,8958.94615300805,2.2721242318478256,100.0
6767,2021-11-29,80.9153906116581,9600.83194061376,2.2721242318478256,100.0
6768,2021-11-24,80.3493460476967,9600.99241086543,2.2721242318478256,100.0
6769,2021-11-30,81.2207608499916,9600.93806875335,2.2721242318478256,100.0
6770,2021-12-05,81.6906912496266,9301.0859287608,2.2721242318478256,100.0
6771,2021-11-25,80.4427641144831,9600.90064981877,2.2721242318478256,100.0
6772,2021-11-17,80.8269596434314,9617.65181212149,2.2721242318478256,100.0
6773,2021-12-01,80.7211626471539,9306.78143645608,2.2721242318478256,100.0
6774,2021-12-06,81.4853439961473,9300.91962527283,2.2721242318478256,100.0
6775,2021-11-26,81.1195442826022,9601.01165328466,2.2721242318478256,100.0
6776,2021-11-18,80.9541967638733,9619.91277543169,2.2721242318478256,100.0
6777,2021-12-02,79.7499498433284,9300.92506149905,2.2721242318478256,100.0
6778,2021-12-07,81.4367217628578,9301.03927293155,2.2721242318478256,100.0
6779,2021-11-27,81.3113823484558,9601.08620044331,2.2721242318478256,100.0
6780,2021-11-19,82.0070850490729,9798.13701184993,2.2721242318478256,100.0
6781,2021-12-03,80.2507373513377,9301.04896884963,2.2721242318478256,100.0
6782,2021-12-08,90.7741026821464,9301.01532327306,2.2721242318478256,100.0
6783,2021-12-04,81.1709545685415,9300.90900758983,2.2721242318478256,100.0
6784,2021-11-20,82.2146663781768,9800.01145071858,2.2721242318478256,100.0
6785,2021-12-09,99.6238498561103,9301.0950312445,2.2721242318478256,100.0
6786,2021-11-28,81.1239908869964,9601.086215001,2.2721242318478256,100.0
6787,2021-11-21,82.5321924717588,9800.01035498432,2.2721242318478256,100.0
6788,2021-12-10,105.326267568634,9301.05564298068,2.2721242318478256,100.0
6789,2021-11-22,83.1277725721692,9328.03719807699,2.2721242318478256,100.0
6790,2021-12-29,52.7923658110089,9512.47124212713,1.90290022,100.0
6791,2021-12-30,52.4986176241204,9449.98106320394,2.035734,100.0
6792,2021-12-31,52.2701363233212,9450.03554136801,1.9999969,100.0
6793,2022-01-01,52.5864821119486,9301.89959887289,2.00261116,100.0
6794,2022-01-02,52.8869048019182,9299.94196787886,1.99948633,100.0
6795,2022-01-03,52.8791484414275,9320.95417022781,1.8201009,100.0
6796,2021-12-11,105.621020851907,9300.95485481932,2.2721242318478256,100.0
6797,2021-12-23,51.4073887774027,9549.7647610357,1.83511424,100.0
6798,2021-12-24,53.6053688224587,9536.94802663224,1.9475441,100.0
6799,2021-12-25,55.6425108560673,9549.91895338579,2.059179,100.0
6800,2021-12-26,54.7463972918876,9550.03336999646,2.01292253,100.0
6801,2021-12-27,52.4885194765586,9549.90682097076,1.9472872,100.0
6802,2021-12-28,53.3060939301515,9549.99175084056,1.82739043,100.0
6803,2021-12-12,105.173900239864,9300.98413120505,2.2721242318478256,100.0
6804,2021-12-13,105.427231428339,9300.88615172688,2.2721242318478256,100.0
6805,2021-12-14,105.458272248992,9300.97391914395,2.2721242318478256,100.0
6806,2021-12-15,52.7232480949507,9301.11350720382,2.2721242318478256,100.0
6807,2021-12-16,47.7274748648011,9300.96280358071,2.2721242318478256,100.0
6808,2021-12-17,47.3441448207365,9300.96318311104,2.2721242318478256,100.0
6809,2021-12-18,47.0970907957203,9301.20549366651,2.2721242318478256,100.0
6810,2021-12-19,47.2791279514618,9301.00492560376,2.2721242318478256,100.0
6811,2021-12-20,47.1393003314821,9413.09015667307,2.2721242318478256,100.0
6812,2021-12-21,48.3663012124431,9631.41556102922,2.2721242318478256,100.0
6813,2021-12-22,51.0292340671793,9536.07500248364,26.3065777,100.0
6814,2022-01-04,53.8376522717395,9325.06004173452,1.83040965,100.0
6815,2022-01-05,53.7946866497222,9286.58762914908,1.83100712,100.0
6816,2022-01-06,52.2768379279946,9321.23332488745,1.45633841,100.0
6817,2022-01-07,85.9587619317218,9325.35510909348,1.55799973,100.0
6818,2022-01-08,116.596030913036,9324.94228144185,1.59621358,100.0
6819,2022-01-22,111.211467864297,9801.03513173492,2.01664448,100.0
6820,2022-01-23,109.793809032488,9800.67195635496,1.91233957,100.0
6821,2022-01-24,109.136821360507,9757.05678610178,1.97416389,100.0
6822,2022-01-25,109.984936332327,9700.27145019474,2.008699,100.0
6823,2022-01-26,109.269529300306,9721.84249566965,1.99047077,100.0
6824,2022-01-27,108.766086211036,9800.36468181915,2.00713158,100.0
6825,2022-01-13,248.080906822166,9369.01292761073,2.06321383,100.0
6826,2022-01-14,235.268568369643,9244.2408729744,2.01702261,100.0
6827,2022-01-15,246.848586753065,9400.0259915071,1.98242617,100.0
6828,2022-01-16,249.834234337954,9421.7549408514,1.81302035,100.0
6829,2022-01-17,250.520973694529,9424.96048292505,1.81429529,100.0
6830,2022-01-18,250.355310205987,9424.97854460214,1.79809773,100.0
6831,2022-01-19,242.383134486882,9512.85290287798,1.912504,100.0
6832,2022-01-20,177.104612870696,9801.08809452252,1.97845817,100.0
6833,2022-01-21,111.400724162501,9800.92097070987,2.01855564,100.0
6834,2022-02-15,106.252369615687,8599.93633531422,2.01563621,100.0
6835,2022-02-16,106.713999922495,8600.14134312197,1.9934988,100.0
6836,2022-02-17,105.770837831402,8986.98607338891,2.2659874,100.0
6837,2022-02-18,107.68494198016,8765.94179202568,2.14865541,100.0
6838,2022-02-03,102.388008480582,8300.1329642095,1.99056,100.0
6839,2022-02-09,105.205612943434,8228.30611227587,1.99170375,100.0
6840,2022-02-04,104.156540759218,8149.97064918018,2.00950027,100.0
6841,2022-01-28,109.639799998822,9783.53093933657,1.992158,100.0
6842,2022-02-10,106.122607853992,8134.31669270716,1.970299,100.0
6843,2022-02-05,103.287058473132,8149.92937463371,2.02216816,100.0
6844,2022-01-29,111.504405108477,9658.15587873347,1.77857327,100.0
6845,2022-02-11,104.847713110761,8201.30155262975,1.99305212,100.0
6846,2022-02-06,103.084118970572,8150.00083937909,2.00425768,100.0
6847,2022-02-12,102.660502137666,8572.50740339521,1.99194121,100.0
6848,2022-01-30,112.27862264363,9595.65435440546,2.00695419,100.0
6849,2022-02-07,103.321062669739,8149.13508347949,1.97711337,100.0
6850,2022-02-13,102.546065309563,8599.94206093908,1.982353,100.0
6851,2022-01-31,111.826846094298,9699.63461296668,1.98281455,100.0
6852,2022-02-08,104.571215731248,8212.14618515942,1.97477186,100.0
6853,2022-02-14,102.999840339195,8600.26102345925,1.97751725,100.0
6854,2022-02-01,88.1139032012976,8429.67449615722,2.19836831,100.0
6855,2022-02-02,102.357276332745,8387.29651887111,2.03503466,100.0
6856,2022-03-03,100.027952402589,9038.61411820404,2.382122,100.0
6857,2022-03-05,101.491417301174,9300.115222022,1.890981,100.0
6858,2022-03-04,102.781217146179,9299.93615371145,2.028389,100.0
7350,2022-01-09,190.8527902703,9194.16403654708,1.99451923,72.96743
7351,2022-01-10,243.945522881645,9219.62505078487,1.89702117,98.47641260750001
7352,2022-01-11,248.840699839165,9300.00655184367,1.94980347,98.47641260750001
7353,2022-01-12,248.522138954986,9234.41926125674,2.01374173,29.3199253
7354,2021-11-14,80.0595938252489,9599.9298658921,2.2721242318478256,61.18084
8167,2021-09-30,105.292341959037,9072.12235438605,2.2721242318478256,99.96448
8168,2021-10-19,101.882052092554,9498.74518006448,2.2721242318478256,99.92882
20432,2021-04-07,102.30318095317826,6010.11032824277,2.2721242318478256,98.47641260750001
20554,2021-04-08,102.30318095317826,6573.23016316553,2.2721242318478256,98.47641260750001
20674,2021-04-17,102.30318095317826,8049.85540822493,2.2721242318478256,98.47641260750001
20796,2021-04-20,102.30318095317826,8050.0920170385,2.2721242318478256,98.47641260750001
20916,2021-04-22,102.30318095317826,8050.03110790905,2.2721242318478256,98.47641260750001
21037,2021-03-28,102.30318095317826,9019.78674008942,2.2721242318478256,98.47641260750001
21158,2021-04-13,102.30318095317826,7322.78065743535,2.2721242318478256,98.47641260750001
21284,2021-04-29,102.30318095317826,5040.51524445265,2.2721242318478256,98.47641260750001
21404,2021-03-26,102.30318095317826,9019.80349812106,2.2721242318478256,98.47641260750001
21523,2021-03-29,102.30318095317826,9020.10815463145,2.2721242318478256,98.47641260750001
21642,2021-04-23,102.30318095317826,8049.80187905881,2.2721242318478256,98.47641260750001
21759,2021-01-03,102.30318095317826,7010.13833280857,2.2721242318478256,98.47641260750001
21885,2021-04-30,102.30318095317826,6025.52426068981,2.2721242318478256,98.47641260750001
22006,2021-03-25,102.30318095317826,9020.07631205974,2.2721242318478256,98.47641260750001
22117,2021-05-09,102.30318095317826,8050.15060735843,2.2721242318478256,98.47641260750001
22239,2021-04-02,102.30318095317826,7015.00458900435,2.2721242318478256,98.47641260750001
22360,2021-03-14,102.30318095317826,8401.06102679474,2.2721242318478256,98.47641260750001
22477,2021-01-01,102.30318095317826,6917.99641359252,2.2721242318478256,98.47641260750001
22600,2021-03-23,102.30318095317826,9019.898482373,2.2721242318478256,98.47641260750001
22716,2021-05-17,102.30318095317826,8049.90909629886,2.2721242318478256,98.47641260750001
22834,2020-12-31,102.30318095317826,6110.06047351791,2.2721242318478256,98.47641260750001
22953,2021-03-30,102.30318095317826,9037.48425865578,2.2721242318478256,98.47641260750001
23075,2021-03-05,102.30318095317826,8200.13727121473,2.2721242318478256,98.47641260750001
23190,2021-01-13,102.30318095317826,6710.01568305876,2.2721242318478256,98.47641260750001
23313,2021-01-28,102.30318095317826,9110.04107104014,2.2721242318478256,98.47641260750001
23425,2021-05-08,102.30318095317826,8050.00738691844,2.2721242318478256,98.47641260750001
23541,2021-01-09,102.30318095317826,6709.94380293384,2.2721242318478256,98.47641260750001
23666,2021-03-21,102.30318095317826,9036.44903056185,2.2721242318478256,98.47641260750001
23787,2021-04-10,102.30318095317826,6710.58747013327,2.2721242318478256,98.47641260750001
23908,2021-02-25,102.30318095317826,8200.09722411609,2.2721242318478256,98.47641260750001
24024,2021-06-01,102.30318095317826,9500.37073771019,2.2721242318478256,98.47641260750001
24139,2021-06-28,102.30318095317826,7999.85130072815,2.2721242318478256,98.47641260750001
24261,2021-03-04,102.30318095317826,8199.93419700272,2.2721242318478256,98.47641260750001
24381,2021-03-17,102.30318095317826,9009.92664133944,2.2721242318478256,98.47641260750001
24501,2021-05-02,102.30318095317826,8004.21038568017,2.2721242318478256,98.47641260750001
24616,2021-05-31,102.30318095317826,8246.18301796844,2.2721242318478256,98.47641260750001
24738,2021-04-01,102.30318095317826,7231.93074623995,2.2721242318478256,98.47641260750001
24860,2021-02-24,102.30318095317826,8406.00376948197,2.2721242318478256,98.47641260750001
24983,2021-03-18,102.30318095317826,9008.79738528907,2.2721242318478256,98.47641260750001
25096,2021-06-27,102.30318095317826,8000.0481164765,2.2721242318478256,98.47641260750001
25219,2021-03-03,102.30318095317826,8210.55248797119,2.2721242318478256,98.47641260750001
25333,2021-01-02,102.30318095317826,7009.97072491721,2.2721242318478256,98.47641260750001
25456,2021-03-08,102.30318095317826,8209.94530347936,2.2721242318478256,98.47641260750001
25577,2021-02-16,102.30318095317826,8509.93705626024,2.2721242318478256,98.47641260750001
25698,2021-01-14,102.30318095317826,6893.53937570515,2.2721242318478256,98.47641260750001
25821,2021-02-14,102.30318095317826,8509.92743758883,2.2721242318478256,98.47641260750001
25943,2021-04-16,102.30318095317826,8046.93250827358,2.2721242318478256,98.47641260750001
26062,2021-01-16,102.30318095317826,7709.96905236238,2.2721242318478256,98.47641260750001
26184,2021-02-10,102.30318095317826,7710.03496251088,2.2721242318478256,98.47641260750001
26297,2021-06-21,102.30318095317826,8744.55566391735,2.2721242318478256,98.47641260750001
26421,2021-04-18,102.30318095317826,8050.22000566757,2.2721242318478256,98.47641260750001
26536,2021-05-15,102.30318095317826,8049.99214297622,2.2721242318478256,98.47641260750001
26656,2021-03-06,102.30318095317826,8201.0122074323,2.2721242318478256,98.47641260750001
26774,2021-01-30,102.30318095317826,9110.06476056132,2.2721242318478256,98.47641260750001
26894,2021-01-23,102.30318095317826,9109.99383857392,2.2721242318478256,98.47641260750001
27015,2021-04-09,102.30318095317826,7010.10556125637,2.2721242318478256,98.47641260750001
27132,2021-06-29,102.30318095317826,8000.05233128745,2.2721242318478256,98.47641260750001
27250,2021-01-11,102.30318095317826,6709.9070972897,2.2721242318478256,98.47641260750001
27371,2021-01-10,102.30318095317826,6710.08893717937,2.2721242318478256,98.47641260750001
27498,2021-04-11,102.30318095317826,7007.68001065375,2.2721242318478256,98.47641260750001
27621,2021-03-02,102.30318095317826,8209.92397325916,2.2721242318478256,98.47641260750001
27734,2021-05-24,102.30318095317826,8049.97559009795,2.2721242318478256,98.47641260750001
27854,2021-01-15,102.30318095317826,7710.06120545171,2.2721242318478256,98.47641260750001
27974,2021-04-06,102.30318095317826,6593.09419953392,2.2721242318478256,98.47641260750001
28095,2021-04-24,102.30318095317826,8050.13504137104,2.2721242318478256,98.47641260750001
28212,2021-01-24,102.30318095317826,9109.91843545805,2.2721242318478256,98.47641260750001
28332,2021-03-19,102.30318095317826,9018.90800033113,2.2721242318478256,98.47641260750001
28451,2021-02-17,102.30318095317826,8510.02521345114,2.2721242318478256,98.47641260750001
28567,2021-06-09,102.30318095317826,9499.51574040638,2.2721242318478256,98.47641260750001
28683,2021-06-03,102.30318095317826,9499.96395470499,2.2721242318478256,98.47641260750001
28800,2021-01-08,102.30318095317826,6711.03173094964,2.2721242318478256,98.47641260750001
28920,2021-02-26,102.30318095317826,8199.9711493439,2.2721242318478256,98.47641260750001
29042,2021-04-28,102.30318095317826,5001.1124663639,2.2721242318478256,98.47641260750001
29163,2021-02-19,102.30318095317826,8510.01098978923,2.2721242318478256,98.47641260750001
29283,2021-01-12,102.30318095317826,6709.97004825726,2.2721242318478256,98.47641260750001
29407,2021-01-07,102.30318095317826,6709.86214670615,2.2721242318478256,98.47641260750001
29522,2021-05-18,102.30318095317826,7934.73564504209,2.2721242318478256,98.47641260750001
29643,2021-03-22,102.30318095317826,9020.12657153059,2.2721242318478256,98.47641260750001
29762,2021-05-04,102.30318095317826,8049.97437937375,2.2721242318478256,98.47641260750001
29881,2021-01-17,102.30318095317826,7709.85745891719,2.2721242318478256,98.47641260750001
30004,2021-02-18,102.30318095317826,8509.96041737657,2.2721242318478256,98.47641260750001
30125,2021-01-20,102.30318095317826,7710.10834787999,2.2721242318478256,98.47641260750001
30241,2021-06-02,102.30318095317826,9500.01269049084,2.2721242318478256,98.47641260750001
30360,2021-05-01,102.30318095317826,7033.99319678236,2.2721242318478256,98.47641260750001
30482,2021-01-27,102.30318095317826,9109.92110741596,2.2721242318478256,98.47641260750001
30605,2021-03-31,102.30318095317826,9046.46740105373,2.2721242318478256,98.47641260750001
30726,2021-04-05,102.30318095317826,7015.82293538412,2.2721242318478256,98.47641260750001
30841,2021-06-22,102.30318095317826,8750.05660022749,2.2721242318478256,98.47641260750001
30965,2021-02-21,102.30318095317826,8509.96447105742,2.2721242318478256,98.47641260750001
31080,2021-06-05,102.30318095317826,9510.11014829242,2.2721242318478256,98.47641260750001
31193,2021-06-12,102.30318095317826,9027.86659021722,2.2721242318478256,98.47641260750001
31307,2021-06-13,102.30318095317826,9030.11343977493,2.2721242318478256,98.47641260750001
31431,2021-03-10,102.30318095317826,8209.93757011226,2.2721242318478256,98.47641260750001
31541,2021-06-16,102.30318095317826,9050.01993934003,2.2721242318478256,98.47641260750001
31654,2021-06-14,102.30318095317826,9039.05743252896,2.2721242318478256,98.47641260750001
31777,2021-02-11,102.30318095317826,7510.78775036159,2.2721242318478256,98.47641260750001
31898,2021-04-21,102.30318095317826,8050.03904487347,2.2721242318478256,98.47641260750001
32019,2021-02-15,102.30318095317826,8510.0132022017,2.2721242318478256,98.47641260750001
32140,2021-05-07,102.30318095317826,8050.07064500929,2.2721242318478256,98.47641260750001
32255,2021-05-13,102.30318095317826,8050.03698621483,2.2721242318478256,98.47641260750001
32369,2021-06-17,102.30318095317826,9049.88747752172,2.2721242318478256,98.47641260750001
32491,2021-01-21,102.30318095317826,7709.97236734778,2.2721242318478256,98.47641260750001
32615,2021-04-26,102.30318095317826,5505.56669101431,2.2721242318478256,98.47641260750001
32736,2021-03-27,102.30318095317826,9020.10654846679,2.2721242318478256,98.47641260750001
32849,2021-06-18,102.30318095317826,8708.65906536782,2.2721242318478256,98.47641260750001
32969,2021-02-20,102.30318095317826,8509.91374463965,2.2721242318478256,98.47641260750001
33087,2021-02-04,102.30318095317826,7710.12620889834,2.2721242318478256,98.47641260750001
33202,2021-06-24,102.30318095317826,9338.79344990978,2.2721242318478256,98.47641260750001
33322,2021-05-21,102.30318095317826,8049.89413893525,2.2721242318478256,98.47641260750001
33432,2021-06-19,102.30318095317826,8705.87050602915,2.2721242318478256,98.47641260750001
33556,2021-04-25,102.30318095317826,6999.4587789275,2.2721242318478256,98.47641260750001
33677,2021-01-18,102.30318095317826,7709.86914327996,2.2721242318478256,98.47641260750001
33788,2021-06-06,102.30318095317826,9509.93599428518,2.2721242318478256,98.47641260750001
33900,2021-06-26,102.30318095317826,8039.2720677339,2.2721242318478256,98.47641260750001
34015,2021-06-23,102.30318095317826,9013.86461562571,2.2721242318478256,98.47641260750001
34116,2021-08-24,102.30318095317826,9439.87402035169,2.2721242318478256,98.47641260750001
34230,2021-05-20,102.30318095317826,8050.11148930149,2.2721242318478256,98.47641260750001
34336,2021-07-29,102.30318095317826,8779.12036028407,2.2721242318478256,98.47641260750001
34439,2021-08-04,102.30318095317826,9399.89820235126,2.2721242318478256,98.47641260750001
34549,2021-06-10,102.30318095317826,9520.12760402059,2.2721242318478256,98.47641260750001
34665,2021-05-14,102.30318095317826,8050.08856632459,2.2721242318478256,98.47641260750001
34780,2021-05-12,102.30318095317826,8049.8640733684,2.2721242318478256,98.47641260750001
34893,2021-06-15,102.30318095317826,9049.85833011958,2.2721242318478256,98.47641260750001
35014,2021-03-11,102.30318095317826,8169.97307743472,2.2721242318478256,98.47641260750001
35136,2021-03-01,102.30318095317826,8209.84058648756,2.2721242318478256,98.47641260750001
35254,2021-01-25,102.30318095317826,9109.96539876433,2.2721242318478256,98.47641260750001
35373,2021-04-15,102.30318095317826,7791.82264597494,2.2721242318478256,98.47641260750001
35492,2021-02-01,102.30318095317826,7896.78512369707,2.2721242318478256,98.47641260750001
35609,2021-06-08,102.30318095317826,9509.97569022986,2.2721242318478256,98.47641260750001
35729,2021-03-09,102.30318095317826,8209.99416432775,2.2721242318478256,98.47641260750001
35849,2021-04-27,102.30318095317826,5004.3673241743,2.2721242318478256,98.47641260750001
35973,2021-01-22,102.30318095317826,8112.18111995689,2.2721242318478256,98.47641260750001
36095,2021-04-19,102.30318095317826,8049.8856781066,2.2721242318478256,98.47641260750001
36206,2021-06-11,102.30318095317826,9014.69823988963,2.2721242318478256,98.47641260750001
36327,2021-03-15,102.30318095317826,9010.0008698873,2.2721242318478256,98.47641260750001
36447,2021-02-23,102.30318095317826,8509.72495714467,2.2721242318478256,98.47641260750001
36561,2021-05-22,102.30318095317826,8050.01277311617,2.2721242318478256,98.47641260750001
36661,2021-08-27,102.30318095317826,9350.3108717914,2.2721242318478256,98.47641260750001
36782,2021-04-04,102.30318095317826,7015.05496063406,2.2721242318478256,98.47641260750001
36907,2021-02-12,102.30318095317826,7548.65305487423,2.2721242318478256,98.47641260750001
37012,2021-07-07,102.30318095317826,444.933378977976,2.2721242318478256,98.47641260750001
37129,2021-02-13,102.30318095317826,8500.9676605431,2.2721242318478256,98.47641260750001
37235,2021-08-19,102.30318095317826,9439.96460648732,2.2721242318478256,98.47641260750001
37333,2021-08-15,102.30318095317826,9439.97566571126,2.2721242318478256,98.47641260750001
37450,2021-02-06,102.30318095317826,7710.05061717498,2.2721242318478256,98.47641260750001
37573,2021-03-12,102.30318095317826,3233.70197315247,2.2721242318478256,98.47641260750001
37677,2021-08-08,102.30318095317826,9439.95252433628,2.2721242318478256,98.47641260750001
37779,2021-07-19,102.30318095317826,9015.09154106219,2.2721242318478256,98.47641260750001
37896,2021-03-13,102.30318095317826,4871.19779171753,2.2721242318478256,98.47641260750001
38017,2021-02-05,102.30318095317826,7709.97423938603,2.2721242318478256,98.47641260750001
38123,2021-08-26,102.30318095317826,9440.00944088073,2.2721242318478256,98.47641260750001
38225,2021-08-03,102.30318095317826,9400.18426307348,2.2721242318478256,98.47641260750001
38328,2021-07-11,102.30318095317826,9000.91261146792,2.2721242318478256,98.47641260750001
38444,2021-02-28,102.30318095317826,8206.85530975788,2.2721242318478256,98.47641260750001
38559,2021-05-19,102.30318095317826,8049.886862494,2.2721242318478256,98.47641260750001
38677,2021-03-07,102.30318095317826,8210.0531467891,2.2721242318478256,98.47641260750001
38782,2021-07-04,102.30318095317826,8050.25069070177,2.2721242318478256,98.47641260750001
38883,2021-07-05,102.30318095317826,7535.12092383566,2.2721242318478256,98.47641260750001
38986,2021-08-02,102.30318095317826,9417.67949605527,2.2721242318478256,98.47641260750001
39105,2021-05-05,102.30318095317826,8050.11770585158,2.2721242318478256,98.47641260750001
39214,2021-05-16,102.30318095317826,8050.06672036726,2.2721242318478256,98.47641260750001
39320,2021-07-28,102.30318095317826,8529.9679050238,2.2721242318478256,98.47641260750001
39433,2021-02-27,102.30318095317826,8201.86260988905,2.2721242318478256,98.47641260750001
